timestamp,max,min,max_min,mean,corr_btc,norm_vol,fd,insert_timestamp
2025-05-01 14:22:02,1.0833400000000002,1.08286,0.000480000000000258,1.083116,0.1610066971314486,1.0,0.0,2025-05-03T06:42:12.455244
2025-05-01 14:28:02,1.08414,1.08298,0.0011600000000000499,1.083557877094972,0.3744217560983701,1.0,1.0,2025-05-03T06:42:12.455254
2025-05-01 14:34:02,1.08414,1.08344,0.000700000000000145,1.0838487777777779,0.6525381105760365,0.6032863127552425,0.7442348008385744,2025-05-03T06:42:12.455258
2025-05-01 14:40:02,1.08388,1.08334,0.0005399999999999849,1.0836308888888888,0.7985696845703317,0.4654858762260312,0.8972746331236897,2025-05-03T06:42:12.455260
2025-05-01 14:46:02,1.08416,1.08326,0.0009000000000001229,1.0838183844011144,0.822476591716718,0.7756755822437984,0.8252969951083159,2025-05-03T06:42:12.455264
2025-05-01 14:52:02,1.0851000000000002,1.08394,0.001160000000000272,1.0846143175487464,0.8570480300847371,0.9990259759285176,0.9357092941998603,2025-05-03T06:42:12.455267
2025-05-01 14:58:02,1.08448,1.0838800000000002,0.0005999999999999339,1.0841251666666667,0.8461494160627512,0.5169707227020126,0.6464011180992313,2025-05-03T06:42:12.455270
2025-05-01 15:04:02,1.08414,1.0834,0.000740000000000185,1.0838149860724233,0.759749962940011,0.6377797007238376,0.8204053109713487,2025-05-03T06:42:12.455273
2025-05-01 15:10:02,1.0838800000000002,1.0834199999999998,0.000460000000000349,1.0836522562674096,0.6079190056187058,0.3965171870223307,0.9000698812019566,2025-05-03T06:42:12.455275
2025-05-01 15:16:02,1.0844,1.08344,0.0009600000000000719,1.0839871866295265,0.2767851902239279,0.8272584441207179,0.9021663172606569,2025-05-03T06:42:12.455278
2025-05-01 15:22:02,1.08466,1.08416,0.0004999999999999449,1.0844232777777778,0.2021220305372084,0.430690504956403,0.6883298392732355,2025-05-03T06:42:12.455280
2025-05-01 15:28:02,1.0848,1.08392,0.0008799999999999919,1.0843457222222221,0.1207998184912064,0.7580695041784649,0.8749126484975541,2025-05-03T06:42:12.455292
2025-05-01 15:34:02,1.0852600000000001,1.0845600000000002,0.0006999999999999229,1.08494139275766,0.0595536593288658,0.6026787595112776,0.8134171907756813,2025-05-03T06:42:12.455295
2025-05-01 15:40:02,1.08576,1.08506,0.000700000000000145,1.085415208913649,0.12143177719012,0.6024156722331785,1.0,2025-05-03T06:42:12.455298
2025-05-01 15:46:02,1.08612,1.08562,0.0004999999999999449,1.0859254999999999,0.0513273485569614,0.4300947063979885,0.7448229792919172,2025-05-03T06:42:12.455300
2025-05-01 15:52:02,1.08612,1.08516,0.0009600000000000719,1.0857933147632313,-0.1618287914248008,0.8258823675420027,0.7762191048764195,2025-05-03T06:42:12.455303
2025-05-01 15:58:02,1.08592,1.0850199999999999,0.0009000000000001229,1.0854925905292478,-0.288365758489757,0.7744792214168646,0.7675350701402806,2025-05-03T06:42:12.455306
2025-05-01 16:04:02,1.08596,1.08528,0.0006800000000000139,1.0855736666666667,-0.517883213115643,0.5851183755372387,0.7929191716766867,2025-05-03T06:42:12.455308
2025-05-01 16:10:02,1.08572,1.08512,0.0005999999999999339,1.0854228969359332,-0.7208906323483222,0.5163526331471775,0.7682030728122913,2025-05-03T06:42:12.455311
2025-05-01 16:16:02,1.0857,1.08518,0.000520000000000076,1.0854362116991645,-0.545987257916457,0.4475001259595352,0.7368069472277889,2025-05-03T06:42:12.455314
2025-05-01 16:22:02,1.08584,1.08534,0.0004999999999999449,1.0856081111111113,-0.3726357557365367,0.43022044908504414,0.9104876419505677,2025-05-03T06:42:12.455316
2025-05-01 16:28:02,1.0856999999999999,1.08522,0.0004799999999998139,1.085441894150418,-0.2975273990756679,0.41307487682673405,0.8390113560454242,2025-05-03T06:42:12.455319
2025-05-01 16:34:02,1.0854599999999999,1.08498,0.0004799999999998139,1.0852241225626742,-0.1691921505287774,0.413157768434019,0.7461589846359385,2025-05-03T06:42:12.455321
2025-05-01 16:40:02,1.0854199999999998,1.08496,0.00045999999999990493,1.0852291111111112,-0.4257128714533139,0.39594104135780667,0.8670674682698731,2025-05-03T06:42:12.455323
2025-05-01 16:46:02,1.08528,1.0847799999999999,0.000500000000000167,1.0850655153203341,-0.5221348632233356,0.43043558430194234,0.6893787575150301,2025-05-03T06:42:12.455326
2025-05-01 16:52:02,1.08506,1.08458,0.0004799999999998139,1.0848469080779943,-0.551893404153854,0.41330142842286244,0.8269873079492318,2025-05-03T06:42:12.455328
2025-05-01 16:58:02,1.0850399999999998,1.0846,0.0004399999999997739,1.084807833333333,-0.3301929229882222,0.3788732892335423,0.8129592518370073,2025-05-03T06:42:12.455331
2025-05-01 17:04:02,1.0852400000000002,1.08468,0.000560000000000116,1.085021111111111,-0.1082282591907681,0.4821075837392605,0.7969271877087508,2025-05-03T06:42:12.455334
2025-05-01 17:10:02,1.085,1.0842800000000001,0.0007199999999998319,1.0846811699164347,0.0133941569672313,0.6200468706809572,0.8276553106212425,2025-05-03T06:42:12.455337
2025-05-01 17:16:02,1.0845600000000002,1.0842399999999999,0.00032000000000032003,1.084431643454039,0.108768794090829,0.27563979677641837,0.8390113560454242,2025-05-03T06:42:12.455339
2025-05-01 17:22:02,1.08484,1.0844,0.00043999999999999595,1.0846843454039,0.3107214354991462,0.37891642277595083,0.7234468937875751,2025-05-03T06:42:12.455342
2025-05-01 17:28:02,1.0851600000000001,1.08472,0.000440000000000218,1.0850038888888889,0.5608768495652963,0.3788048284533075,0.8082832331329325,2025-05-03T06:42:12.455344
